shadjamam|షడ్జమం  
bhuvanakuntali|భువనకుంటాలి 
kumaru|కుమారు
rakkudhvaja|రక్కుధ్వజ 
dhatuapancamam|ధాతుఆపంచమం 
indumagirvani|ఇందుమగీర్వాణి 
pilavali|పిలవలీ 
bhracedashan|భ్రస్దశన్ 
kuntalaranjani|కుంతలరంజని 
ragamurti|రాగమూర్తి 
datimanjari|దాటిమంజరి 
nagakalyani|నాగకళ్యాణి 
halamukhi|హలముఖి 
shuddhakantam|శుధ్ధకాంతం 
amari|అమరి 
nadavarangini|నాదవరాంగిని 
shriasana|శ్రియాసన 
bhanukanti|భానుకంటి 
shikari|షికారి 
kandarapriya|కండరాప్రియా 
navvi|నవ్వి 
surasena|సురసేన
jajalika|జజలిక
jalavu|జాలవు 
abhimanini|అభిమానిని 
asukha|అసుఖ 
barbara|బర్బర 
punnagatodi|పున్నాగతోడి 
aurvashreyapriya|ఔర్వశ్రేయప్రియా 
shuddhasanchari|శుద్ధసంచారి 
ghatika|ఘటిక
senagrani|సేనాగ్రణి 
kokiladiptam|కోకిలదీప్తం 
ramacudamani|రామచుదమని 
binduherali|బిన్దుహెరాలి 
lavanya|లావణ్య
svarabharnam|స్వరభరణం 
camuni|కాముని  
kanthiravam|కాంతిరావం 
candrikam|చంద్రికం 
janavarali|జనవరాళి
megharanji|మేఘారంజి 
saikatashroni|సైకతశ్రోణి 
harini|హరిణి 
tindakam|తిండకం 
binavikriam|బినవిక్రియామ్  
nandaherali| నందహేరళి 
shorattorasi|శోరత్తోరాసి 
anakadundubi|అనకదుందుభి 
rasasindhu|రససింధు 
risabhavilasa|రిసభావిలస 
latantapriya| లతాంతాప్రియ
korkkai|కోర్కెకై 
eraghatton|ఎరగట్టోన్ 
saravardhini|సరవర్ధిని 
kukuta|కుకుట 
sambandan|సబందం 
nalinamukhi|నళినముఖి 
pulasya|పులస్య 
bindukalanka| బిందుకలంక 
marubhi|మరుభి 
malhar|మల్హర్ 
rasikaranjani|రసికరంజని 
nagavaridhi|నాగవారిది 
citrappalavi|చిత్రప్పలవి 
nigamasancari|నిగమసంచారి 
hasyabhusani|హాస్యభూసని 
adipucciyar|అడిపుచ్చియార్ 
kusumacandrika|కుసుమచంద్రిక
kokilam|కోకిలం 
shilamban|శిలంబన్ 
sudhakambhoji|సుధకాంభోజి 
senapati|సేనాపతి 
vantanadharini|వంతనదారిని 
gangatarangini|గంగాతరంగిణి 
sarojam|సరోజం 
pratapasindhu|ప్రతాపసింధు 
karnikabhusani|కర్ణికాబుసని 
rattumidhvani|రట్టుమిధ్వని 
paraju|పరజు
dhatuvardani|ధతువర్ధని 
kashyapi|కశ్యపి 
sukhadhvani|సుఖధ్వని 
vagadheeswari|వాగధీశ్వరి  
prashanti|ప్రశాంతి
manivantam|మణివంతం 
bhramaravuttari|భ్రమరవుత్తరి  
svarakesari|స్వరకేసరి 
bhosala|భోసల 
hamsaghantaravam|హంసఘంటరావం 
ayini|అయిని 
jalajamukhi|జలజముఖి 
bhamagaula|భామగౌళ  
kolaphani|కోలఫణి 
sayaka|సాయక 
malkali|మల్కలి 
maguduran|మగుదురన్ 
ghananayaki|ఘననాయకి 
rasamanjari|రసమంజరి 
dhirasvarupini|ధీరస్వరూపిణి 
sumanisharanjani|సుమనిశరంజని
gurugadya|గురుగద్య 
azhaladi|అజలది 
kusumabhogi|కుసుమభోగి
saranga|సారంగ 
minalocani|మీనాలోచని 
kanakabhupala|కనకభూపాల
vilasavati|విలాసవతి 
shekhari|శేఖరి
torparam|తోర్పరం 
dashanan|దశనం 
tatturu|తత్తురు 
svaramati|స్వరమతి 
tavan|తవాన్ 
jhankaravani|ఝానకరవాణి 
veyul|వెయిల్ 
barvidhvaja|బర్విధ్వజ 
mallikavasantam|మల్లికావసంతం 
vatsam|వత్సం 
shobhavati|శోభవతి 
padradhvani|పద్రధ్వని 
kannal|కన్నల్ 
gopikatilakam|గోపికాతిలకం 
ishapriya|ఇషాప్రియ 
girvanapriya|గీర్వాణప్రియ 
samaraga|సమరగ 
vijrumbhini|విజృంభిని 
deshaksi|దేశక్సి 
purnaparaju|పూర్ణపరాజు 
shrikaikavashi|శ్రీకైకవశి 
elaksari|ఎలక్సరి 
brndavani|బృందావని 
anata|అనత 
gangalan|గంగలన్ 
vayalai| వయలై 
haridarbha|హరిధర్భ 
hamsavinodini|హంసావినోదిని 
bhendrila|భేన్డ్రిలా 
senaranjani|సేనారంజనీ 
tiruyogini|తిరుయోగిని
shanmatrika|షణ్మత్రిక 
multani|ముల్తానీ 
kanakaambari|కనకాంబరి 
tulikavicitra|తూలికవిచిత్ర 
mandrumam|మంద్రుమం 
nakhaprakashini|నఖప్రకాశిని 
guhamanohari|గుహమనోహారి 
karavani|కరవని 
suprakashi|సుప్రకాశి 
gamakapriya|గమకప్రియ
mahadevapriya|మహాదేవప్రియ
shuddhatarangini|శుద్ధతరంగిణి 
ghanasindhu|ఘనసింధు 
latamati|లతమతి 
saudayam|సౌదయం 
uruppashi|ఉరుప్పాషి 
anuru|అనురు 
gajasari|గజసరి 
nanni|నన్ని 
kannadabangala|కన్నడబంగళా 
lalitakriya|లలితక్రియ 
kalavati|కళావతి
ardhambari|అర్ధంబరి 
patadip|పాతదీప్ 
keyacaradharini|కెయకారధారిణి 
sarangapani|సారంగపాణి 
suryalalit|సూర్యలలిత్ 
karkki|కర్కి 
varada|వరదా
bherikarnika|భేరికర్ణిక 
devaattiru|దేవాత్తిరు 
sukumari|సుకుమారి
camundi|చాముండి 
trishulini|త్రిశులిని
shrikala|శ్రీకళ 
svaracintamani|స్వరచింతమని 
puvanam|పువనం 
vamshavati|వంశావతి 
ksapa|క్షప 
shuddhamohini|శుద్ధమొహిని 
dhavalihamsini|ధవలిహంసిని 
duccavanan|దుక్కవనం 
tavashelam|తావశేలం 
kalasvarupini|కలస్వరూపిణి 
tiruccandran|తిరుచ్చందరన్
shrikhandalepini|శ్రీఖండాలేపిని 
kaumari|కౌమారీ 
vyazhakurinji|వ్యాజకురింజి 
shricandrika|శ్రీచంద్రిక 
jarapa|జరప 
kaminiritigaula|కామినిరీతిగౌళ 
ekalila|ఏకలిలా 
haranartana|హరనర్తన 
carumati|చారుమతి 
shenkumudam|శెంకుముదం 
jyotisvarupini|జ్యోతిస్వరూపిణి
shrimadhavamanohari|శ్రీమాధవమనోహారి 
yatikarsana|యతికర్సన 
patirava|పాటిరవ 
sukhapriya|సుఖప్రియా
shambhavi|శాంభవి 
tiruccakkiri|తిరుక్కక్కిరి 
ritimalhar|రితిమల్హర్ 
tullam|తుళ్లం  
kukakam|కుకకం 
niscittam|నిశ్చిత్తం 
yazhvallon|యజ్హ్వల్లోన్ 
todi|తోడీ
ganashobhitam|గణశోభితమ్ 
karamukha|కరముఖ
padmasita|పద్మసిత 
varali|వరాలి 
maudadhanyasi|మందధన్యాసి  
nagasugandhi|నాగసుగంధి 
prabhasa|ప్రభాస 
pahlika|పాహ్లిక 
kashilata|కాశీలత 
ragacandrika|రాగాచంద్రిక 
adavai|అడ్వై 
nartaki|నర్తకి 
nagarai|నగరై 
hindolam|హిందోళం 
ravikirani|రవికిరని 
kondalatti|కొండలట్టి 
virati|విరతి 
ishaiulagajyoti|ఇశైఉలగజ్యోతి 
kamini|కామిని 
purnakarnika|పూర్ణాకర్ణికా 
halakthabharana|హలఖథభరణ హాలాక్తభరణ 
damayanti|దమయంతి
somapratapam|సోమప్రతాపం 
shramahara|శ్రమహార 
aracelvi|అరసెల్వి 
ananda|ఆనంద 
kumudapriya|కుముదప్రియ
kauranja|కౌరంజ 
raudragandhari|రౌద్రగాంధారి 
kuntalashrikannthi|కుంతలాశ్రీకాంన్తీ 
vishnupriya|విష్ణుప్రియ 
sheman|షెమాన్ 
tarakapatipriya|తారకపతిప్రియ 
nacaram|నాచారం 
jujavali|జుజావలి 
aguduri|అగుడురి 
malavashri|మాలావశ్రీ 
phalamanjari|ఫలమంజరి
vijayanarayani|విజయనారాయణి 
chayamala|చయమల 
niharam|నిహారం 
saunakiyam|సౌనకీయం 
sarasiruhapriya|సరసీరుహాప్రియ 
maddhimaravali|మద్దిమరవాలి 
simharava|సింహారావ 
kusumaja|కుసుమాజ 
vadityavinodini|వదిత్యవినోదిని 
nirkkuranji|నిర్క్కురంజి 
hrdatantini|హ్ర్దతాంతిని 
kalindi|కాళింది 
gambhiryanata|గాంభీర్యాణత 
jayamohanam|జయమోహనమ్
gitakirani|గీతకిరని 
aparajita|అపరాజిత 
hradini|హ్రాదిని 
cittasena|చిత్తసేన 
sarangamaruva|సారంగమరువ 
kharanjani|ఖరంజని 
divyagandhi|దివ్యగంధి 
shuddhakambhoji|శుద్ధకాంభోజి 
gandharapancama|గంధరపంచామా!
mangalakaishika|మంగళకైశిక! 
muktidayini|ముక్తిదాయిని 
chatradhari| ఛత్రధారి 
kaishika| కైశిక 
sumabauri|సుమబౌరి 
pavani|పావని 
prakararanjani|ప్రకారరంజని 
shivamurti|శివమూర్తి
sharadvini|శారదవినీ 
tintrini|టింత్రిని  
astapadam|అష్టపదం 
nagonjini|నాగొంజిని 
vaishukri|వైషుక్రి 
megharanjanii|మేఘరంజని 
divyapancamam|దివ్యపంచమం 
chayaranjani|ఛాయరంజని 
kokilanata|కోకిలనాట 
shrutinata|శ్రుతినటా 
indugirvani|ఇందుగీర్వాణి 
mashakan|మాశకన్ 
mohanakaishiki|మోహనకైశికి 
surusena|సురుసేన
gaurimanohari|గౌరీమనోహరి
tavapriya|తావప్రియ 
indukanti|ఇందుకంటి 
haramanohari|హారమనోహారి 
vijayagotrari|విజయగోత్రరి 
janjuti|జన్జుటి 
kalgada|కల్గడ 
shipi|షిపి 
varnadhvaja|వర్ణధ్వజ 
pujabauli|పుజాబౌలి
dhatumanjari|ధతుమంజరి
gitanatani|గీతనాటని
tali|తాళి  
sambhrandaka|సంభ్రందాకా 
sasvaga|సస్వగ
navatalam|నవతలం 
nagajayanti|నాగజయంతి
jatiresha|జతిరేష 
tottiyam|తొట్టియం 
vasantapriya|వసంతప్రియ
gitamohini|గీతమోహిని 
bhujangi|భుజింగి 
kannul|కన్నుల్ 
hankaghantaravam|హాన్కాఘంటారవం 
pauraprakasha|పౌరాప్రకాష 
varnadipika|వర్ణదీపిక 
kulakanni|కులకన్ని 
meghashyamala|మేఘశ్యామల
shevvali|షెవ్వాలి 
dhirahindolam|ధీరహిందోళం 
prthvi|ప్ర్తవి 
vaipatikan|వైపతికన్  
sucikabharanam|సుచికభరణం
kannadavelavali|కన్నడవేలవాలి 
dhatri|ధాత్రి 
natyamanohari|నాట్యమానోహరి 
kamalavasanta|కమలవసంత 
shonankari|శోణంకారి 
bidajapriya|బిదజప్రియ
kannadabhogi|కన్నదాభోగి 
balamanjari|బాలమంజరి
ramavilasita|రామవిలసిత 
komalangi|కోమలాంగి 
ishaikkadal|ఇషాఇక్కడల్ 
devagupta|దేవగుప్త 
dikshanarti|దీక్షానార్తి 
akkapada|అక్కపాద 
nigrahamani|నిగ్రహమణి 
kanakachari|కనకాచారి 
savala|సవాల 
nirajapriya|నీరజప్రియ 
dhavalavarali|ధవళవరాళి
ciranti|చిరంతి 
adubali|అదుబలి 
nehru|నెహ్రూ 
tucam|తూకం 
aravagiri|అరవగిరి 
rasakushisham|రసకుశిషం 
ganathan|గనాథన్ 
kumudamoda|కుముదమొద 
svarnamalli|స్వర్ణమల్లి
purvasalavi|పూర్వసలవి 
natakuranji|నటకురంజి 
sadpadadhvani|సద్పదధ్వని 
yudhistira|యుధిష్ఠిర 
